2009-Aug,3798
2009-Dec,15911
2009-Jul,1253
2009-Nov,19211
2009-Oct,7347
2009-Sep,2696
2010-Apr,106716
2010-Aug,177332
2010-Dec,152237
2010-Feb,113089
2010-Jan,100120
2010-Jul,197091
2010-Jun,148563
2010-Mar,144044
2010-May,124169
2010-Nov,163713
2010-Oct,140729
2010-Sep,144625
2011-Apr,194735
2011-Aug,289134
2011-Dec,18825
2011-Feb,237796
2011-Jan,172976
2011-Jul,247309
2011-Jun,237513
2011-Mar,316213
2011-May,215382
2011-Nov,238703
2011-Oct,263381
2011-Sep,283206
